card_id,user_id,card_type,card_number,expiry_date,credit_limit,current_balance,status
170,36297,American Express,180015984272773,10/34,100000,23088.94,expired
171,18791,American Express,180028808429123,08/34,50000,14543.39,blocked
172,2927,American Express,2336722535614895,01/29,100000,19237.34,active
173,69993,Visa,30103468476458,12/27,200000,31823.72,blocked
174,57308,American Express,2247689636212812,05/32,500000,21640.45,expired
175,89479,Discover,3572700575859381,08/31,100000,26647.98,expired
176,38695,American Express,378333886494037,03/30,500000,42190.87,blocked
177,33140,American Express,630400470419,02/31,50000,82209.99,active
178,73110,MasterCard,3564054988270079,02/34,200000,94449.27,active
179,94682,American Express,30595707227180,04/30,100000,16943.97,blocked
180,70895,MasterCard,676275323340,01/29,50000,99090.61,expired
181,38441,MasterCard,4347829051129324,11/30,500000,1814.6,expired
182,37871,Discover,4854133142308301,10/25,100000,72735.05,active
183,93107,Visa,38205209693515,08/30,200000,13385.88,blocked
184,43704,Discover,30180294705110,07/34,50000,5538.82,active
185,83651,Visa,3570146721314727,03/34,50000,67164.42,active
186,81093,MasterCard,38588055166581,11/34,200000,69648.96,blocked
187,96100,Visa,4891710123476804,09/25,500000,80841.9,active
188,94003,Discover,375097675312345,04/25,100000,71153.8,active
189,87598,Visa,4671755901612,10/29,200000,42733.5,active
190,20791,American Express,5265281238746866,08/30,200000,57096.94,active
191,94911,Discover,346186320972235,04/26,500000,58321.96,active
192,11118,Visa,213124757728101,03/33,200000,1344.79,blocked
193,28627,Discover,6509402373509687,10/31,100000,19242.75,blocked
194,44856,Visa,3551606621863548,10/33,100000,72472.91,expired
195,74816,MasterCard,213106673861686,08/27,100000,99453.32,blocked
196,41156,MasterCard,4886830942099129,12/34,100000,5666.19,active
197,54543,Discover,4177151051874329,06/29,50000,28897.95,blocked
198,52642,Discover,4270994960429231846,02/35,200000,97347.5,active
199,90426,Visa,3596910496838362,10/27,500000,10516.49,expired
200,54021,American Express,346943878473309,02/27,500000,35952.91,blocked
201,13527,American Express,4006266729713241,12/31,200000,67632.15,expired
202,17538,American Express,4995725530866780,06/28,500000,23722.19,blocked
203,915,Discover,3526467683502801,12/27,100000,92549.2,blocked
204,12732,MasterCard,180093922092876,04/34,100000,4838.59,expired
205,12,MasterCard,4323510939152,08/26,100000,19404.15,active
206,70447,Discover,3511311509892078,06/29,100000,1487.03,expired
207,68736,MasterCard,6546127933403502,05/28,500000,68634.4,blocked
208,98378,Discover,213144765408835,02/28,100000,64072.85,active
209,85955,MasterCard,3566332078638381,06/27,50000,23408.46,active
210,80443,Visa,4406996471109360036,06/31,500000,62726.6,active
211,75036,MasterCard,3590536006040433,01/28,200000,19457.19,blocked
212,29365,Discover,3590025257276532,03/32,500000,95707.79,expired
213,85330,Discover,4149484050084,08/34,200000,31993.35,active
214,80600,MasterCard,2296842320973567,02/35,200000,28959.41,expired
215,63667,American Express,30115505435289,05/32,200000,3325.87,expired
216,60191,MasterCard,373192937525412,03/28,50000,19820.3,blocked
217,88673,Visa,3557517758968311,09/27,500000,17577.42,expired
218,60965,MasterCard,3594611718905052,11/30,50000,76970.94,blocked
219,80193,MasterCard,2564740403984383,12/27,100000,11927.07,blocked
220,81018,MasterCard,4160210079627454273,07/27,50000,3773.68,expired
221,93794,MasterCard,5219831400772459,10/32,500000,56050.85,active
222,27427,MasterCard,676317652433,08/34,50000,40436.22,active
223,61458,American Express,4420235546237,09/28,500000,87130.54,expired
224,95618,Visa,4779115985041,03/31,500000,92004.23,active
225,21543,Visa,213109651347298,10/27,200000,27614.05,expired
226,24944,Discover,4030583242664846,09/33,100000,82944.65,active
227,30289,MasterCard,213103603051793,04/27,200000,67105.56,active
228,1121,Discover,36880143045154,02/31,50000,91827.69,blocked
229,15063,American Express,4611316720960197,08/28,50000,73650.17,active
230,83658,American Express,213113359957069,09/31,200000,72345.23,active
231,70012,American Express,676111381007,12/30,200000,99047.38,active
232,51611,American Express,36948925566331,11/28,100000,9334.87,blocked
233,16464,MasterCard,3551807609107375,06/34,200000,98526.16,expired
234,18430,Visa,30307032949821,04/34,100000,57344.31,active
235,61163,MasterCard,4558143039996018,02/32,100000,70035.29,active
236,52775,MasterCard,4524952292318636202,07/29,500000,27169.03,expired
237,24745,American Express,2720882097164665,10/32,500000,95560.35,expired
238,42683,MasterCard,2294141539055817,06/31,200000,86538.52,expired
239,36687,MasterCard,213134046485546,05/31,100000,58092.51,active
240,87116,American Express,4308621229193046262,02/26,100000,16943.83,blocked
241,92578,Discover,213108420439402,09/33,50000,24749.67,active
242,28075,American Express,180034903587070,12/31,100000,95560.46,expired
243,82797,Discover,2232378901720884,04/26,100000,4570.91,active
244,72361,Visa,3595165320730910,09/34,500000,79373.49,blocked
245,75459,MasterCard,342484109890908,09/32,100000,23601.16,expired
246,34507,MasterCard,4357990624256,03/31,50000,39544.56,blocked
247,1844,Visa,4333848737580065419,01/26,500000,86414.56,active
248,31211,Visa,213196725532419,03/34,50000,56405.25,blocked
249,92989,MasterCard,2275957912159865,11/33,50000,13138.25,blocked
250,95573,MasterCard,676251097223,09/29,100000,52526.87,blocked
251,30812,Discover,3507844393588499,12/30,100000,54126.89,expired
252,2396,Discover,630419326362,07/32,50000,87119.5,active
253,55766,Visa,4192913034063,06/34,200000,49996.88,blocked
254,20737,Visa,4385979390275545,09/29,200000,35451.92,active
255,58566,American Express,348430447216748,08/30,100000,7691.6,expired
256,32061,Discover,371023057822051,05/34,100000,29333.61,expired
257,74904,Visa,180087396966102,01/35,50000,31922.47,blocked
258,29361,Visa,3550729150347005,05/34,50000,78957.92,expired
259,16355,American Express,180047995951897,07/34,500000,12520.0,active
260,44555,MasterCard,30307392950674,10/31,100000,14064.1,active
261,17286,Visa,4615220089761384,12/29,100000,58985.6,blocked
262,188,MasterCard,4225298342575777,11/27,500000,55079.71,blocked
263,45351,MasterCard,377342646961871,05/28,100000,14136.12,blocked
264,73713,American Express,4292387759938,02/30,200000,7141.44,expired
265,75305,Visa,30379573711365,11/28,50000,43566.99,active
266,8354,Visa,180069942180545,12/27,50000,86598.88,active
267,69626,MasterCard,4956703976076930,11/30,50000,60373.27,expired
268,85471,Discover,4818113035326301273,10/33,500000,88720.2,active
269,52564,Discover,30371201018362,04/32,50000,87476.03,blocked
270,65644,American Express,30008963583163,09/34,100000,13552.75,expired
271,8665,Visa,4271801726690311,11/30,200000,46132.75,blocked
272,11752,MasterCard,2254795843137773,09/26,100000,8162.85,active
273,74433,Visa,30441672078227,01/26,200000,35232.61,blocked
274,45206,American Express,3592297746056266,07/34,500000,30471.99,active
275,36265,Visa,30264385306309,10/34,500000,556.98,active
276,32735,American Express,3561874615291393,01/33,100000,61184.26,expired
277,17219,Visa,38542918616753,04/29,200000,92034.32,expired
278,30249,American Express,213100020628740,07/28,500000,52354.56,blocked
279,65133,Visa,180031314144228,10/25,500000,36214.64,active
280,91059,American Express,213143422680273,09/28,50000,73764.59,expired
281,69172,Discover,3567034329053126,03/32,100000,86784.59,expired
282,14216,Visa,3512509610563244,07/27,200000,38129.28,expired
283,85866,Discover,36937316005710,06/27,500000,84043.8,active
284,21817,MasterCard,503817797023,06/30,50000,60313.99,active
285,17297,MasterCard,2489784213422590,12/29,50000,7111.38,expired
286,3921,Discover,6011808155466030,06/27,500000,97058.67,expired
287,57084,Visa,2683355180717298,08/31,200000,50062.93,expired
288,10107,MasterCard,4461713597433,11/27,50000,52789.0,blocked
289,88694,MasterCard,372213159553642,12/34,100000,46616.02,expired
290,1225,MasterCard,2590095272750862,08/33,50000,42681.84,blocked
291,80421,American Express,6592931227545081,01/33,500000,92589.32,active
292,74860,Visa,4952157429638941,01/26,50000,86811.06,expired
293,38476,MasterCard,180013724969402,07/30,100000,86259.45,blocked
294,21914,Discover,30301795321609,06/30,100000,76576.59,active
295,95471,Discover,4787827174369766,04/28,200000,98280.57,blocked
296,88552,American Express,4055422178744134,06/33,50000,12723.54,active
297,15440,American Express,4546079821326693838,06/27,200000,40997.17,expired
298,65520,American Express,30542923354026,06/26,50000,49107.1,expired
299,1683,Discover,639000017678,05/31,200000,68761.03,active
300,23953,Visa,3581981192510537,09/25,200000,51427.89,expired
301,99789,Discover,347891842759635,12/25,100000,32422.15,blocked
302,2128,MasterCard,4208637148839,03/27,200000,30327.39,blocked
303,99395,American Express,375697441682200,02/32,50000,68134.57,active
304,39376,MasterCard,4091935300085445,05/26,200000,49553.5,expired
305,59047,Visa,180034996600301,12/29,500000,22689.05,blocked
306,65850,Visa,4459257581401746,09/33,500000,74285.96,active
307,96780,American Express,5492881274875787,10/28,200000,6525.19,expired
308,96260,American Express,676247909929,11/31,500000,70407.88,blocked
309,79334,MasterCard,341655551639536,01/32,500000,40453.55,blocked
310,7667,American Express,3549262721658670,05/32,100000,65797.18,active
311,42867,American Express,4366396976647349,05/28,50000,58018.32,expired
312,7855,Visa,340844979324373,11/27,500000,82400.72,active
313,31655,MasterCard,4448596321206152,01/29,50000,67520.95,blocked
314,8876,Visa,180053694731523,08/26,500000,50778.19,expired
315,26454,MasterCard,3501315864658638,06/28,500000,69144.28,expired
316,99511,Discover,4815216453107517,12/33,100000,22582.52,active
317,7357,American Express,6011097289137556,10/25,50000,30924.6,expired
318,98704,Visa,4089515930187,09/30,100000,51275.04,expired
319,49558,Discover,6585635390992306,04/26,500000,83581.1,blocked
320,864,Discover,341092458326480,11/29,100000,75276.65,blocked
321,4461,American Express,4333728054788449,02/35,200000,44014.71,blocked
322,62560,American Express,370499243916968,05/29,50000,78357.71,active
323,25099,MasterCard,4209207872871191827,06/32,200000,2613.25,blocked
324,56032,American Express,4227469170919647,03/32,200000,36426.98,active
325,76839,MasterCard,676177585731,08/34,50000,32793.22,expired
326,47363,MasterCard,630409076241,01/32,200000,22242.66,blocked
327,89648,MasterCard,4171481805442725177,12/30,50000,82938.34,blocked
328,77185,Discover,4501376626007355,02/33,200000,31397.7,expired
329,41020,Visa,3544287122966393,12/33,200000,73971.12,active
330,76346,American Express,676389789345,01/30,100000,17576.7,active
331,73097,Visa,4626035532778273,12/31,50000,29925.68,expired
332,83325,Discover,4247333308123884,03/32,500000,70221.51,expired
333,5444,MasterCard,570608377034,06/29,50000,69015.0,blocked
334,45417,Discover,574178936880,01/32,500000,33580.42,blocked
335,58286,Visa,2715082392649562,02/31,50000,90202.56,active
336,97686,Discover,4488025258342757,01/29,200000,99008.96,expired
337,16411,Visa,4652527268264384,08/32,100000,1620.19,active
338,91489,MasterCard,213111765979552,08/30,500000,23686.69,expired
339,18225,Visa,4507717599708,12/33,500000,76477.11,expired
340,27784,Visa,370685898938360,03/35,100000,68818.35,expired
341,28730,American Express,502030706050,08/29,100000,46345.2,active
342,41453,Discover,2720226986762314,03/26,100000,284.35,active
343,45567,Visa,2231278647750446,06/27,200000,4994.2,active
344,35173,Discover,4150542070779276457,12/29,200000,16189.0,expired
345,77000,American Express,213163746831758,03/30,200000,41382.38,expired
346,60473,Visa,377618201392366,10/26,50000,53293.92,active
347,87975,Visa,4555399454353,06/27,500000,83357.74,blocked
348,26620,MasterCard,3584162633871567,04/25,200000,93314.77,blocked
349,7710,Discover,372113900525388,06/33,100000,92538.63,expired
350,86841,MasterCard,4695941895354519,03/31,50000,47748.56,expired
351,53901,Discover,3522231811054232,11/33,200000,98867.44,active
352,54907,MasterCard,4174594446614996,05/27,500000,61401.31,active
353,42153,American Express,3549535752980323,08/28,50000,25537.54,blocked
354,95014,MasterCard,4159078576137205353,05/31,200000,19219.04,active
355,99156,Discover,3515398921889820,08/27,50000,19673.7,expired
356,22351,Discover,213145966817138,09/32,500000,24973.06,blocked
357,75258,American Express,3500738046294710,03/26,100000,44534.5,blocked
358,1767,Visa,4207305440680649,10/29,200000,55566.48,expired
359,86248,Discover,3597827614538980,01/28,100000,95964.26,blocked
360,28523,MasterCard,3561665589002455,07/33,50000,42089.64,active
361,12712,MasterCard,180076004689909,02/29,200000,50026.54,blocked
362,7647,MasterCard,213190641033230,02/31,500000,68288.9,active
363,5676,Visa,180009172823422,02/30,200000,87348.46,expired
364,45039,MasterCard,3581220564875099,02/30,500000,89469.97,expired
365,1510,Discover,6011118145448019,02/30,500000,11813.91,expired
366,13461,American Express,503800754007,07/32,200000,54651.29,blocked
367,52100,Visa,4309579324899003566,12/32,500000,86780.73,expired
368,8795,MasterCard,4995437340686081,09/28,50000,28557.46,active
369,91400,MasterCard,3561132398927786,12/28,50000,59932.72,blocked
370,7184,Visa,5414224621472534,03/32,200000,23648.54,blocked
371,78989,Discover,503865385986,01/30,50000,56153.84,active
372,84939,American Express,180029637306664,06/30,100000,92928.05,expired
373,40145,Discover,4222614290500174,08/28,100000,19758.34,active
374,6473,American Express,2224926864857216,12/27,500000,14367.73,active
375,49391,Visa,180028261331113,01/26,50000,53123.4,blocked
376,19725,Discover,4811300024409,12/26,200000,45742.45,expired
377,2953,American Express,4082054262837884670,02/33,200000,59683.95,active
378,30186,MasterCard,3506503548320551,05/26,100000,76651.2,expired
379,46692,American Express,3512282417925871,10/27,100000,79862.87,blocked
380,68631,Visa,30013066346922,08/30,200000,70792.73,active
381,46485,Visa,38176070010354,01/31,500000,31567.16,blocked
382,31109,American Express,213129133646323,03/30,200000,37573.95,blocked
383,7412,Visa,4380281417065,07/29,200000,69353.82,blocked
384,56751,MasterCard,3513063470619687,05/32,500000,4597.56,blocked
385,60042,MasterCard,630418210658,01/26,100000,41070.66,active
386,71894,Visa,180055095947921,10/30,500000,28127.04,expired
387,37517,American Express,3545654256510629,05/26,500000,4116.48,active
388,93604,MasterCard,30219370337016,05/34,50000,8122.26,expired
389,69258,MasterCard,30566969340615,12/30,50000,35375.79,expired
390,28229,Visa,3552990941841908,08/31,50000,61051.92,active
391,27173,Visa,4214693072446418,03/33,500000,94690.77,active
392,11354,Discover,180063119393890,06/30,500000,24838.13,blocked
393,3226,Visa,3537229816028238,01/31,100000,41313.94,active
394,18511,American Express,6523926132279127,01/34,200000,65814.48,expired
395,13315,Visa,4451264559890718,02/26,500000,58630.76,expired
396,2627,Visa,4844656450674024,11/34,100000,94056.07,expired
397,38795,Discover,30384713555250,07/29,100000,63041.23,blocked
398,73981,Discover,30329041134518,11/31,500000,95725.09,blocked
399,26484,Discover,6011536853855945,08/29,200000,36094.83,blocked
400,36221,MasterCard,4275823768455334,04/32,500000,3436.82,blocked
401,83803,American Express,4643345110104431,12/30,50000,51027.14,blocked
402,659,Discover,4976425394229000,04/30,200000,9541.31,blocked
403,58704,American Express,4458914418290194,08/32,100000,32475.74,expired
404,36887,American Express,4855900241557379,09/34,500000,95158.63,blocked
405,67308,American Express,4581896567198171,09/27,200000,91004.98,expired
406,68852,MasterCard,38087242221185,09/28,500000,92649.56,blocked
407,26210,Discover,3534567427282998,07/33,50000,37387.71,expired
408,90556,MasterCard,374591515459739,10/27,50000,54272.45,blocked
409,5250,MasterCard,5529186235094248,02/27,500000,10516.79,active
410,57119,MasterCard,376914586752907,06/32,100000,82589.04,blocked
411,68526,Visa,4738667844313145,02/35,500000,36948.84,active
412,44733,Discover,4066522177312341,07/32,50000,4523.91,blocked
413,8158,Discover,4366655995636173,05/25,500000,90749.79,blocked
414,83263,Visa,3506137086140483,01/29,100000,56781.79,active
415,61651,Visa,343372361842916,02/28,50000,8349.65,active
416,65248,Visa,2250604171785795,04/29,200000,59533.43,blocked
417,8278,American Express,4268566768007,03/28,50000,67275.24,expired
418,24297,American Express,4058927729108831866,04/25,50000,55475.67,active
419,310,Discover,630425488537,12/27,100000,65312.79,blocked
420,58496,MasterCard,503844565518,07/32,100000,59788.33,active
421,74265,American Express,4462792594157740,06/30,500000,58908.2,active
422,73710,Discover,4844910342029545,04/25,100000,37013.47,blocked
423,38681,Discover,30452102558548,12/29,200000,60337.05,blocked
424,55677,American Express,4486229397040270,05/33,100000,34999.73,expired
425,99841,Visa,3579384649897116,12/27,200000,38872.13,expired
426,33283,Visa,30363211363383,07/34,50000,38637.44,active
427,20982,MasterCard,2229616257291694,11/27,200000,72802.46,blocked
428,32247,Visa,4829441538009348,05/34,100000,42449.5,blocked
429,98966,Visa,373558628825800,08/34,500000,47686.0,active
430,61307,MasterCard,3519488346258655,07/29,100000,20262.04,expired
431,96042,American Express,3524652080524837,05/29,50000,22441.99,blocked
432,12910,MasterCard,60489376891,04/28,200000,3519.2,blocked
433,48769,American Express,503847326074,01/26,50000,58594.31,active
434,69841,Visa,2250867682329722,04/30,200000,36285.61,blocked
435,21444,Discover,374422949356954,08/33,50000,72942.99,active
436,36733,American Express,4299644499968,04/33,50000,80921.58,expired
437,60863,Visa,6011513449988050,07/33,50000,27825.35,expired
438,19264,Discover,639011695819,01/34,100000,71058.95,blocked
439,56526,Discover,4372428443930,11/34,500000,96439.42,blocked
440,76543,Discover,5490457858311499,04/30,200000,41829.53,blocked
441,81646,MasterCard,581703400381,04/33,50000,89035.44,active
442,40278,American Express,569255775144,05/27,50000,84970.36,blocked
443,84711,Visa,3570984483233069,12/26,50000,19676.3,blocked
444,55070,American Express,180053464976571,05/34,50000,90184.87,blocked
445,27109,American Express,4787302367679110367,07/29,200000,55926.18,blocked
446,16226,Visa,180067328432084,04/30,500000,81845.97,active
447,80027,MasterCard,3524899641793068,12/29,200000,44875.29,blocked
448,92452,Discover,2258541542478936,05/31,500000,69003.98,expired
449,71776,Visa,6011460417362118,10/32,500000,8751.04,expired
